Report_Month,Site_ID,Site_Name,Country,Region,Production_Units,Scope1_tCO2e,Scope2_tCO2e,Electricity_MWh,Renewable_Electricity_MWh,Natural_Gas_MWh,Water_Withdrawal_m3,Total_Waste_t,Recycled_Waste_t,Hazardous_Waste_t,Energy_Unit,Waste_Unit,Source_System,Submission_ID,Submitted_By,Submission_Date
2024-07-01,PT-POR,Porto,Portugual,Europe,90957,162.1,133.0,2513.0,1889.9,789.2,29112.0,78.1,63.3,4.0,MWh,tonnes,Site ESG Template,SUB-202407-PT-POR-01,Porto ESG Coordinator,2024-07-12
2024-07-01,SG-SIN,Singapore,Singapore,Asia,145988,231.9,1145.4,4854.4,1974.4,1126.4,64482.0,142.3,114.2,6.7,MWh,tonnes,Site ESG Template,SUB-202407-SG-SIN-01,Singapore ESG Coordinator,2024-07-13
2024-07-01,MY-KUL,Kulim,Malaysia,Asia,155275,254.1,1146.2,5087.3,2461.4,1232.6,59144.0,147.3,113.1,7.3,MWh,tonnes,Site ESG Template,SUB-202407-MY-KUL-01,Kulim ESG Coordinator,2024-07-14
2024-08-01,DE-MUC,Munich,Germany,Europe,127818,254.6,330.4,3899.5,2764.2,1235.5,42693.0,116.5,96.0,5.8,MWh,tonnes,Site ESG Template,SUB-202408-DE-MUC-01,Munich ESG Coordinator,2024-08-15
2024-08-01,DE-DRS,Dresden,Germany,Europe,114368,205.3,312.7,3356.4,2282.0,1007.2,35349.0,101.0,82.9,6.0,MWh,tonnes,Site ESG Template,SUB-202408-DE-DRS-01,Dresden ESG Coordinator,2024-08-16
2024-08-01,AT-VIL,Villach,Austria,Europe,100028,173.8,99.7,2863.5,2292.6,842.9,28803.0,82.0,68.1,4.0,MWh,tonnes,Site ESG Template,SUB-202408-AT-VIL-01,Villach ESG Coordinator,2024-08-17
2024-08-01,PT-POR,Porto,Portugal,Europe,88824,161.1,124.8,2421.3,1836.5,782.9,28745.0,73.8,60.2,3.6,MWh,tonnes,Site ESG Template,SUB-202408-PT-POR-01,Porto ESG Coordinator,2024-08-18
2024-08-01,SG-SIN,Singapore,Singapore,Asia,144333,222.8,1148.8,4776.9,1888.2,1085.7,65324.0,140.1,107.9,8.2,MWh,tonnes,Site ESG Template,SUB-202408-SG-SIN-01,Singapore ESG Coordinator,2024-08-19
2024-08-01,MY-KUL,Kulim,Malaysia,Asia,155900,253.2,1158.6,5043.7,2389.5,1246.1,61161.0,148.7,118.4,8.8,MWh,tonnes,Site ESG Template,SUB-202408-MY-KUL-01,Kulim ESG Coordinator,2024-08-08
2024-09-01,DE-MUC,Munich,Germany,Europe,125710,246.6,317.0,3868.9,2779.7,1214.6,42793.0,113.2,94.2,6.1,MWh,tonnes,Site ESG Template,SUB-202409-DE-MUC-01,Munich ESG Coordinator,2024-09-09
2024-09-01,DE-DRS,Dresden,Germany,Europe,107963,197.9,292.9,3168.8,3549.1,969.0,33290.0,92.6,76.5,4.7,MWh,tonnes,Site ESG Template,SUB-202409-DE-DRS-01,Dresden ESG Coordinator,2024-09-10
2024-09-01,AT-VIL,Villach,Austria,Europe,94526,165.1,92.9,2718.7,2186.8,804.5,26882.0,79.2,66.7,3.9,MWh,tonnes,Site ESG Template,SUB-202409-AT-VIL-01,Villach ESG Coordinator,2024-09-11
2024-09-01,PT-POR,Porto,Portugal,Europe,86191,154.3,126.8,2415.2,1820.9,750.2,27786.0,74.5,61.3,4.6,MWh,tonnes,Site ESG Template,SUB-202409-PT-POR-01,Porto ESG Coordinator,2024-09-12
2024-09-01,SG-SIN,Singapore,Singapore,Asia,139921,221.0,1127.9,4718.8,1882.8,1073.0,62877.0,138.0,110.1,7.6,MWh,tonnes,Site ESG Template,SUB-202409-SG-SIN-01,Singapore ESG Coordinator,2024-09-13
2024-09-01,MY-KUL,Kulim,Malaysia,Asia,152586,247.2,1131.9,4974.7,2381.6,1201.5,58481.0,143.8,112.2,8.6,MWh,tonnes,Site ESG Template,SUB-202409-MY-KUL-01,Kulim ESG Coordinator,2024-09-14
2024-10-01,DE-MUC,Munich,Germany,Europe,121047,243.5,311.1,3710.8,2641.6,1193.6,39649.0,111.1,91.0,6.2,MWh,tonnes,Site ESG Template,SUB-202410-DE-MUC-01,Munich ESG Coordinator,2024-10-15
2024-10-01,DE-DRS,Dresden,Germany,Europe,106613,197.8,290.2,3151.5,2154.3,963.1,32308.0,93.6,76.9,5.7,MWh,tonnes,Site ESG Template,SUB-202410-DE-DRS-01,Dresden ESG Coordinator,2024-10-16
2024-10-01,AT-VIL,Villach,Austria,Europe,97303,163.8,94.9,2775.3,2231.7,803.2,27762.0,83.0,67.4,4.7,MWh,tonnes,Site ESG Template,SUB-202410-AT-VIL-01,Villach ESG Coordinator,2024-10-17
2024-10-01,PT-POR,Porto,Portugal,Europe,84611,151.7,121.6,2368.1,1798.3,737.2,27084.0,72.1,58.4,4.2,MWh,tonnes,Site ESG Template,SUB-202410-PT-POR-01,Porto ESG Coordinator,2024-10-18
2024-10-01,SG-SIN,Singapore,Singapore,Asia,135725,216.3,1096.9,4611.7,1853.5,1048.6,60399.0,136.5,106.7,7.3,MWh,tonnes,Site ESG Template,SUB-202410-SG-SIN-01,Singapore ESG Coordinator,2024-10-19
2024-10-01,MY-KUL,Kulim,Malaysia,Asia,147996,240.6,1082.1,4799.7,2320.7,1174.6,57938.0,138.4,110.4,8.1,MWh,tonnes,Site ESG Template,SUB-202410-MY-KUL-01,Kulim ESG Coordinator,2024-10-08
2024-11-01,DE-MUC,Munich,Germany,Europe,125849,252.6,310.5,3804.4,2737.4,1232.9,41213.0,112.0,92.7,6.4,MWh,tonnes,Site ESG Template,SUB-202411-DE-MUC-01,Munich ESG Coordinator,2024-11-09
2024-11-01,DE-DRS,Dresden,Germany,Europe,109875,206.0,302.8,3281.7,2241.0,997.3,32887.0,93.1,78.4,4.4,MWh,tonnes,Site ESG Template,SUB-202411-DE-DRS-01,Dresden ESG Coordinator,2024-11-10
2024-11-01,AT-VIL,Villach,Austria,Europe,97349,163.2,91.6,2778.8,2254.1,801.8,28315.0,79.8,66.8,4.1,MWh,tonnes,Site ESG Template,SUB-202411-AT-VIL-01,Villach ESG Coordinator,2024-11-11
2024-11-01,PT-POR,Porto,Portugal,Europe,86950,156.3,123.8,2372.2,1792.0,765.5,28351.0,72.9,61.6,3.8,MWh,tonnes,Site ESG Template,SUB-202411-PT-POR-01,Porto ESG Coordinator,2024-11-12
2024-11-01,SG-SIN,Singapore,Singapore,Asia,139271,212.8,1130.0,4719.0,1877.7,1038.3,61637.0,137.7,110.7,8.5,MWh,tonnes,Site ESG Template,SUB-202411-SG-SIN-01,Singapore ESG Coordinator,2024-11-13
2024-11-01,MY-KUL,Kulim,Malaysia,Asia,146279,242.1,1085.8,4767.7,2280.3,1180.8,56543.0,138.7,106.3,7.5,MWh,tonnes,Site ESG Template,SUB-202411-MY-KUL-01,Kulim ESG Coordinator,2024-11-14
2024-12-01,DE-MUC,Munich,Germany,Europe,125927,254.3,316.1,3873.6,2787.4,1236.6,41753.0,112.7,91.2,7.0,MWh,tonnes,Site ESG Template,SUB-202412-DE-MUC-01,Munich ESG Coordinator,2024-12-15
2024-12-01,DE-DRS,Dresden,Germany,Europe,116129,209.8,306.8,3427.1,2372.9,1028.2,35716.0,100.3,84.7,6.1,MWh,tonnes,Site ESG Template,SUB-202412-DE-DRS-01,Dresden ESG Coordinator,2024-12-16
2024-12-01,AT-VIL,Villach,Austria,Europe,99404,172.3,92.6,2813.9,2283.3,843.3,28482.0,83.9,70.0,4.9,MWh,tonnes,Site ESG Template,SUB-202412-AT-VIL-01,Villach ESG Coordinator,2024-12-17
2024-12-01,PT-POR,Porto,Portugal,Europe,91406,163.5,128.1,2543.3,1943.0,804.9,29460.0,76.2,62.6,4.7,MWh,tonnes,Site ESG Template,SUB-202412-PT-POR-01,Porto ESG Coordinator,2024-12-18
2024-12-01,SG-SIN,Singapore,Singapore,Asia,143563,226.8,1137.5,4867.3,2007.0,1110.1,64257.0,146.1,116.1,8.0,MWh,tonnes,Site ESG Template,SUB-202412-SG-SIN-01,Singapore ESG Coordinator,2024-12-19
2024-12-01,MY-KUL,Kulim,Malaysia,Asia,156736,253.2,1170.8,5162.8,2480.5,1244.1,60078.0,147.0,116.6,8.8,MWh,tonnes,Site ESG Template,SUB-202412-MY-KUL-01,Kulim ESG Coordinator,2024-12-08
2025-01-01,DE-MUC,Munich,Germany,Europe,136138,268.4,255.6,4133.0,3226.7,1318.0,43863.0,119.6,104.5,6.0,MWh,tonnes,Site ESG Template,SUB-202501-DE-MUC-01,Munich ESG Coordinator,2025-01-09
2025-01-01,DE-DRS,Dresden,Germany,Europe,121480,217.5,252.7,3535.5,2639.3,1057.6,36519.0,102.2,87.5,5.0,MWh,tonnes,Site ESG Template,SUB-202501-DE-DRS-01,Dresden ESG Coordinator,2025-01-10
2025-01-01,AT-VIL,Villach,Austria,Europe,104755,173.0,61.5,2988.5,2625.1,844.0,29459.0,84.3,74.7,4.1,MWh,tonnes,Site ESG Template,SUB-202501-AT-VIL-01,Villach ESG Coordinator,2025-01-11
2025-01-01,PT-POR,Porto,Portugal,Europe,93539,160.9,96.2,2555.4,2090.2,785.7,29669.0,76.6,66.6,4.1,MWh,tonnes,Site ESG Template,SUB-202501-PT-POR-01,Porto ESG Coordinator,2025-01-12
2025-01-01,SG-SIN,Singapore,Singapore,Asia,154271,232.0,1052.4,5121.8,2391.1,1129.3,67051.0,151.4,126.3,9.0,MWh,tonnes,Site ESG Template,SUB-202501-SG-SIN-01,Singapore ESG Coordinator,2025-01-13
2025-01-01,MY-KUL,Kulim,Malaysia,Asia,160862,259.2,1002.4,5173.4,2803.7,1264.2,62094.0,153.1,128.0,9.5,MWh,tonnes,Site ESG Template,SUB-202501-MY-KUL-01,Kulim ESG Coordinator,2025-01-14
2025-02-01,DE-MUC,Munich,Germany,Europe,136677,266.5,254.5,4158.7,3256.2,1301.9,45732.0,124.9,110.7,6.2,MWh,tonnes,Site ESG Template,SUB-202502-DE-MUC-01,Munich ESG Coordinator,2025-02-15
2025-02-01,DE-DRS,Dresden,Germany,Europe,122344,220.4,252.6,3570.8,2675.0,1081.1,36120.0,102.2,86.9,5.7,MWh,tonnes,Site ESG Template,SUB-202502-DE-DRS-01,Dresden ESG Coordinator,2025-02-16
2025-02-01,AT-VIL,Villach,Austria,Europe,107916,176.3,60.1,3042.5,2687.1,867.4,30129.0,89.3,76.8,4.9,MWh,tonnes,Site ESG Template,SUB-202502-AT-VIL-01,Villach ESG Coordinator,2025-02-17
2025-02-01,PT-POR,Porto,Portugal,Europe,96432,170.4,89.2,2616.7,2185.5,830.0,31312.0,83.1,71.1,4.6,MWh,tonnes,Site ESG Template,SUB-202502-PT-POR-01,Porto ESG Coordinator,2025-02-18
2025-02-01,SG-SIN,Singapore,Singapore,Asia,155484,234.3,1068.3,5225.5,2453.5,1132.3,66707.0,152.5,123.7,8.8,MWh,tonnes,Site ESG Template,SUB-202502-SG-SIN-01,Singapore ESG Coordinator,2025-02-19
2025-02-01,MY-KUL,Kulim,Malaysia,Asia,162129,255.9,1018.4,5243.3,2835.8,1260.7,62284.0,148.0,125.1,7.8,MWh,tonnes,Site ESG Template,SUB-202502-MY-KUL-01,Kulim ESG Coordinator,2025-02-08
2025-03-01,DE-MUC,Munich,Germany,Europe,132043,260.0,239.4,4041.9,3193.0,1269.7,43049.0,120.4,106.0,7.3,MWh,tonnes,Site ESG Template,SUB-202503-DE-MUC-01,Munich ESG Coordinator,2025-03-09
2025-03-01,DE-DRS,Dresden,Germany,Europe,122403,219.8,258.1,3613.1,2697.8,1069.4,37661.0,105.5,91.8,6.4,MWh,tonnes,Site ESG Template,SUB-202503-DE-DRS-01,Dresden ESG Coordinator,2025-03-10
2025-03-01,AT-VIL,Villach,Austria,Europe,104834,176.7,60.9,2925.4,2565.2,864.6,30172.0,86.6,76.3,4.8,MWh,tonnes,Site ESG Template,SUB-202503-AT-VIL-01,Villach ESG Coordinator,2025-03-11
2025-03-01,PT-POR,Porto,Portugal,Europe,93062,163.0,94.6,2573.4,2115.9,790.1,29370.0,77.5,68.0,4.8,MWh,tonnes,Site ESG Template,SUB-202503-PT-POR-01,Porto ESG Coordinator,2025-03-12
2025-03-01,SG-SIN,Singapore,Singapore,Asia,150816,226.6,1015.0,4944.2,2310.5,1110.3,64906.0,-43.0,120.0,7.3,MWh,tonnes,Site ESG Template,SUB-202503-SG-SIN-01,Singapore ESG Coordinator,2025-03-13
2025-03-01,MY-KUL,Kulim,Malaysia,Asia,166357,264.7,1016.8,5432.5,3028.6,1280.1,62991.0,158.1,129.6,9.3,MWh,tonnes,Site ESG Template,SUB-202503-MY-KUL-01,Kulim ESG Coordinator,2025-03-14
2025-04-01,DE-MUC,Munich,Germany,Europe,135690,264.1,243.2,4134.8,3272.5,1287.4,43893.0,122.6,104.4,6.0,MWh,tonnes,Site ESG Template,SUB-202504-DE-MUC-01,Munich ESG Coordinator,2025-04-15
2025-04-01,DE-DRS,Dresden,Germany,Europe,120924,218.5,255.5,3519.4,2613.3,1072.9,36941.0,102.3,87.8,5.6,MWh,tonnes,Site ESG Template,SUB-202504-DE-DRS-01,Dresden ESG Coordinator,2025-04-16
2025-04-01,AT-VIL,Villach,Austria,Europe,104361,174.7,59.2,2996.1,2646.1,860.9,29435.0,86.3,76.0,4.2,MWh,tonnes,Site ESG Template,SUB-202504-AT-VIL-01,Villach ESG Coordinator,2025-04-17
2025-04-01,PT-POR,Porto,Portugal,Europe,93305,159.5,89.8,2513.7,2079.5,780.7,29250.0,78.3,67.8,4.3,MWh,tonnes,Site ESG Template,SUB-202504-PT-POR-01,Porto ESG Coordinator,2025-04-18
2025-04-01,SG-SIN,Singapore,Singapore,Asia,150382,226.9,1023.3,4962.9,2307.7,1116.4,64726.0,145.4,120.0,8.5,MWh,tonnes,Site ESG Template,SUB-202504-SG-SIN-01,Singapore ESG Coordinator,2025-04-19
2025-04-01,MY-KUL,Kulim,Malaysia,Asia,164261,267.1,1005.1,5283.5,2907.4,1301.0,62510.0,153.9,129.6,8.0,MWh,tonnes,Site ESG Template,SUB-202504-MY-KUL-01,Kulim ESG Coordinator,2025-04-08
2025-05-01,DE-MUC,Munich,Germany,Europe,131757,256.9,232.9,3953.7,3127.7,1254.6,43736.0,118.8,102.2,6.7,MWh,tonnes,Site ESG Template,SUB-202505-DE-MUC-01,Munich ESG Coordinator,2025-05-09
2025-05-01,DE-DRS,Dresden,Germany,Europe,118716,212.4,,3454.8,2570.5,1030.4,36358.0,100.5,87.4,6.3,MWh,tonnes,Site ESG Template,SUB-202505-DE-DRS-01,Dresden ESG Coordinator,2025-05-10
2025-05-01,AT-VIL,Villach,Austria,Europe,103731,169.5,58.4,2919.3,2574.2,832.2,28509.0,83.2,72.1,4.2,MWh,tonnes,Site ESG Template,SUB-202505-AT-VIL-01,Villach ESG Coordinator,2025-05-11
2025-05-01,PT-POR,Porto,Portugal,Europe,92886,159.2,93.5,2571.9,2119.9,774.4,29244.0,80.3,69.9,4.1,MWh,tonnes,Site ESG Template,SUB-202505-PT-POR-01,Porto ESG Coordinator,2025-05-12
2025-05-01,SG-SIN,Singapore,Singapore,Asia,150176,230.7,1030.6,4992.8,2318.7,1128.3,64008.0,150.1,126.7,7.7,MWh,tonnes,Site ESG Template,SUB-202505-SG-SIN-01,Singapore ESG Coordinator,2025-05-13
2025-05-01,MY-KUL,Kulim,Malaysia,Asia,159971,260.6,997.5,5192.1,2834.0,1269.1,61985.0,143.9,118.7,8.2,MWh,tonnes,Site ESG Template,SUB-202505-MY-KUL-01,Kulim ESG Coordinator,2025-05-14
2025-06-01,DE-MUC,Munich,Germany,Europe,133313,264.4,248.6,4056.5,3175.0,1277.1,44302.0,122.4,107.2,5.9,MWh,tonnes,Site ESG Template,SUB-202506-DE-MUC-01,Munich ESG Coordinator,2025-06-15
2025-06-01,DE-DRS,Dresden,Germany,Europe,118743,218.0,259.2,3509.1,2589.8,1057.5,36495.0,100.8,86.5,5.9,MWh,tonnes,Site ESG Template,SUB-202506-DE-DRS-01,Dresden ESG Coordinator,2025-06-16
2025-06-01,AT-VIL,Villach,Austria,Europe,106900,179.9,64.6,2997.0,2615.1,874.5,30778.0,87.7,75.3,4.1,MWh,tonnes,Site ESG Template,SUB-202506-AT-VIL-01,Villach ESG Coordinator,2025-06-17
2025-06-01,PT-POR,Porto,Portugal,Europe,94947,160.2,93.1,2615.5,2165.2,787.7,,81.6,70.5,3.9,MWh,tonnes,Site ESG Template,SUB-202506-PT-POR-01,Porto ESG Coordinator,2025-06-18
2025-06-01,SG-SIN,Singapore,Singapore,Asia,153422,233.1,1054.9,5048.5,2311.3,1144.4,65454.0,150.2,126.8,9.5,MWh,tonnes,Site ESG Template,SUB-202506-SG-SIN-01,Singapore ESG Coordinator,2025-06-19
2025-06-01,MY-KUL,Kulim,Malaysia,Asia,163470,259.4,1026.1,5223.7,2798.0,1252.8,61487.0,153.7,129.9,7.9,MWh,tonnes,Site ESG Template,SUB-202506-MY-KUL-01,Kulim ESG Coordinator,2025-06-08
2025-07-01,DE-MUC,Munich,Germany,Europe,130112,251.9,258.6,3988.2,3071.1,1224.2,42332.0,114.7,99.9,6.5,MWh,tonnes,Site ESG Template,SUB-202507-DE-MUC-01,Munich ESG Coordinator,2025-07-09
2025-07-01,DE-DRS,Dresden,Germany,Europe,121263,218.1,264.3,3565.3,2628.2,1054.8,36704.0,103.6,91.0,5.5,MWh,tonnes,Site ESG Template,SUB-202507-DE-DRS-01,Dresden ESG Coordinator,2025-07-10
2025-07-01,AT-VIL,Villach,Austria,Europe,104431,172.5,65.5,2911.7,2524.4,842.2,29517.0,86.6,73.9,4.2,MWh,tonnes,Site ESG Template,SUB-202507-AT-VIL-01,Villach ESG Coordinator,2025-07-11
2025-07-01,PT-POR,Porto,Portugal,Europe,95602,165.7,102.8,2581.1,2084.1,814.7,30812.0,79.3,69.3,4.0,MWh,tonnes,Site ESG Template,SUB-202507-PT-POR-01,Porto ESG Coordinator,2025-07-12
2025-07-01,SG-SIN,Singapore,Singapore,Asia,155110,237.5,1054.3,5088.5,2353.0,1161.7,68941.0,148.8,123.5,8.0,MWh,tonnes,Site ESG Template,SUB-202507-SG-SIN-01,Singapore ESG Coordinator,2025-07-13
2025-07-01,MY-KUL,Kulim,Malaysia,Asia,157949,252.4,997.8,5042.8,2683.9,1228.0,58422.0,144.7,120.4,8.8,MWh,tonnes,Site ESG Template,SUB-202507-MY-KUL-01,Kulim ESG Coordinator,2025-07-14
2025-08-01,DE-MUC,Munich,Germany,Europe,132802,258.0,268.0,4059.1,3108.7,1267.8,43208.0,122.0,103.9,6.6,MWh,tonnes,Site ESG Template,SUB-202508-DE-MUC-01,Munich ESG Coordinator,2025-08-15
2025-08-01,DE-DRS,Dresden,Germany,Europe,118449,214.7,259.3,3489.0,2569.6,1051.0,35298.0,102.9,88.7,6.1,MWh,tonnes,Site ESG Template,SUB-202508-DE-DRS-01,Dresden ESG Coordinator,2025-08-16
2025-08-01,AT-VIL,Villach,Austria,Europe,101106,171.4,67.0,2881.1,2485.3,833.0,28556.0,82.0,72.3,4.3,MWh,tonnes,Site ESG Template,SUB-202508-AT-VIL-01,Villach ESG Coordinator,2025-08-17
2025-08-01,PT-POR,Porto,Portugal,Europe,91459,154.3,94.0,2497.8,2043.3,759.6,29629.0,75.2,66.1,4.6,MWh,tonnes,Site ESG Template,SUB-202508-PT-POR-01,Porto ESG Coordinator,2025-08-18
2025-08-01,SG-SIN,Singapore,Singapore,Asia,145270,224.3,1029.1,4848.5,2178.4,1095.7,62865.0,138.6,116.9,8.1,MWh,tonnes,Site ESG Template,SUB-202508-SG-SIN-01,Singapore ESG Coordinator,2025-08-19
2025-08-01,MY-KUL,Kulim,Malaysia,Asia,159810,258.5,1017.7,5166.9,2760.9,1261.9,61579.0,146.4,121.4,7.5,MWh,tonnes,Site ESG Template,SUB-202508-MY-KUL-01,Kulim ESG Coordinator,2025-08-08
2025-09-01,DE-MUC,Munich,Germany,Europe,129105,247.8,258.6,3913.2,2996.1,1212.4,41657.0,114.2,100.3,6.9,MWh,tonnes,Site ESG Template,SUB-202509-DE-MUC-01,Munich ESG Coordinator,2025-09-09
2025-09-01,DE-DRS,Dresden,Germany,Europe,111089,201.1,248.0,3297.4,2418.0,982.3,33195.0,93.2,80.5,4.9,MWh,tonnes,Site ESG Template,SUB-202509-DE-DRS-01,Dresden ESG Coordinator,2025-09-10
2025-09-01,AT-VIL,Villach,Austria,Europe,97485,165.9,66.0,2755.4,2365.4,806.4,26793.0,79.0,67.5,4.3,MWh,tonnes,Site ESG Template,SUB-202509-AT-VIL-01,Villach ESG Coordinator,2025-09-11
2025-09-01,PT-POR,Porto,Portugal,Europe,90291,158.5,97.6,2437.3,1965.2,766.7,28616.0,74.2,63.2,4.2,MWh,tonnes,Site ESG Template,SUB-202509-PT-POR-01,Porto ESG Coordinator,2025-09-12
2025-09-01,SG-SIN,Singapore,Singapore,Asia,144581,216.7,1020.1,4812.0,2165.1,1066.0,62098.0,138.1,111.9,7.5,MWh,tonnes,Site ESG Template,SUB-202509-SG-SIN-01,Singapore ESG Coordinator,2025-09-13
2025-09-01,MY-KUL,Kulim,Malaysia,Asia,151255,243.6,969.6,4834.0,2541.9,1196.8,57688.0,141.9,119.4,8.0,MWh,tonnes,Site ESG Template,SUB-202509-MY-KUL-01,Kulim ESG Coordinator,2025-09-14
2025-10-01,DE-MUC,Munich,Germany,Europe,125535,245.0,241.2,3839.1,2983.7,1186.4,40735.0,115.7,99.9,6.5,MWh,tonnes,Site ESG Template,SUB-202510-DE-MUC-01,Munich ESG Coordinator,2025-10-15
2025-10-01,DE-DRS,Dresden,Germany,Europe,109806,195.3,246.5,3254.5,2380.3,955.1,32456.0,93.7,80.8,5.3,MWh,tonnes,Site ESG Template,SUB-202510-DE-DRS-01,Dresden ESG Coordinator,2025-10-16
2025-10-01,AT-VIL,Villach,Austria,Europe,98586,166.8,63.5,2823.3,2447.9,818.3,27926.0,80.9,71.4,4.6,MWh,tonnes,Site ESG Template,SUB-202510-AT-VIL-01,Villach ESG Coordinator,2025-10-17
2025-10-01,PT-POR,Porto,Portugal,Europe,89600,154.0,92.6,2470.0,2022.1,744.6,28152.0,76.8,66.1,3.7,MWh,tonnes,Site ESG Template,SUB-202510-PT-POR-01,Porto ESG Coordinator,2025-10-18
2025-10-01,SG-SIN,Singapore,Singapore,Asia,143179,220.7,1007.4,4719.3,2105.5,1078.0,62474.0,143.6,116.4,7.2,MWh,tonnes,Site ESG Template,SUB-202510-SG-SIN-01,Singapore ESG Coordinator,2025-10-19
2025-10-01,MY-KUL,Kulim,Malaysia,Asia,148353,232.5,926.0,4744.5,2555.4,1134.9,56717.0,139.9,117.5,8.6,MWh,tonnes,Site ESG Template,SUB-202510-MY-KUL-01,Kulim ESG Coordinator,2025-10-08
2025-11-01,DE-MUC,Munich,Germany,Europe,128176,250.6,249.7,3837.7,2952.4,1215.4,41910.0,114.1,99.3,6.0,MWh,tonnes,Site ESG Template,SUB-202511-DE-MUC-01,Munich ESG Coordinator,2025-11-09
2025-11-01,DE-DRS,Dresden,Germany,Europe,111708,199.6,251.3,3318.0,2427.0,980.6,33997.0,93.2,80.8,5.6,MWh,tonnes,Site ESG Template,SUB-202511-DE-DRS-01,Dresden ESG Coordinator,2025-11-10
2025-11-01,AT-VIL,Villach,Austria,Europe,99691,169.5,61.9,2847.8,2481.8,821.4,27519.0,80.9,71.6,3.9,MWh,tonnes,Site ESG Template,SUB-202511-AT-VIL-01,Villach ESG Coordinator,2025-11-11
2025-11-01,PT-POR,Porto,Portugal,Europe,87963,150.4,96.4,2434.5,1968.5,730.5,28233.0,73.1,64.4,4.2,MWh,tonnes,Site ESG Template,SUB-202511-PT-POR-01,Porto ESG Coordinator,2025-11-12
2025-11-01,SG-SIN,Singapore,Singapore,Asia,141857,218.3,994.4,4742.3,2162.1,1069.3,61996.0,137.7,115.1,6.9,MWh,tonnes,Site ESG Template,SUB-202511-SG-SIN-01,Singapore ESG Coordinator,2025-11-13
2025-11-01,MY-KUL,Kulim,Malaysia,Asia,153136,241.3,975.1,4984.5,2679.4,1186.3,56852.0,137.8,114.6,7.2,MWh,tonnes,Site ESG Template,SUB-202511-MY-KUL-01,Kulim ESG Coordinator,2025-11-14
2025-12-01,DE-MUC,Munich,Germany,Europe,131307,248.9,256.1,4010.9,3102.9,1225.1,42649.0,120.7,104.4,6.1,MWh,tonnes,Site ESG Template,SUB-202512-DE-MUC-01,Munich ESG Coordinator,2025-12-15
2025-12-01,DE-DRS,Dresden,Germany,Europe,114126,204.9,243.1,3311.3,2449.1,998.2,34993.0,98.1,84.3,5.1,MWh,tonnes,Site ESG Template,SUB-202512-DE-DRS-01,Dresden ESG Coordinator,2025-12-16
2025-12-01,AT-VIL,Villach,Austria,Europe,102807,172.4,64.4,2947.2,2566.3,839.8,28256.0,82.9,72.0,4.2,MWh,tonnes,Site ESG Template,SUB-202512-AT-VIL-01,Villach ESG Coordinator,2025-12-17
2025-12-01,PT-POR,Porto,Portugal,Europe,91080,159.2,93.4,2520.2,2068.6,781.7,29322.0,76.6,67.0,3.6,MWh,tonnes,Site ESG Template,SUB-202512-PT-POR-01,Porto ESG Coordinator,2025-12-18
2025-12-01,SG-SIN,Singapore,Singapore,Asia,148698,230.1,1030.9,4987.9,2313.0,1122.5,64181.0,147.8,124.2,8.1,MWh,tonnes,Site ESG Template,SUB-202512-SG-SIN-01,Singapore ESG Coordinator,2025-12-19
2025-12-01,MY-KUL,Kulim,Malaysia,Asia,154151,250.8,963.6,5011.6,2733.5,1219.8,57290.0,146.1,123.2,9.1,MWh,tonnes,Site ESG Template,SUB-202512-MY-KUL-01,Kulim ESG Coordinator,2025-12-08
2024-11-01,DE-MUC,Munich,Germany,Europe,125849,252.6,310.5,3804.4,2737.4,1232.9,41213.0,112.0,92.7,6.4,MWh,tonnes,Site ESG Template,SUB-202411-DE-MUC-02,Munich ESG Coordinator - Resubmission,2024-11-27
2025-02-01,AT-VIL,Villach,Austria,Europe,107916,176.3,60.1,3042.5,2687.1,867.4,30129.0,89.3,76.8,4.9,MWh,tonnes,Site ESG Template,SUB-202502-AT-VIL-02,Villach ESG Coordinator - Resubmission,2025-02-27
2023-08-01,SG-SIN,Singapore,Singapore,Asia,141151,223.9,1316.1,4822.0,1611.9,1102.2,63564.0,140.4,101.6,8.7,MWh,tonnes,Site ESG Template,SUB-202308-SG-SIN-02,Singapore ESG Coordinator - Resubmission,2023-08-27
